,Vehicle class,Trip type,Passengers,Distance in kms,Travel time minutes,Total time elapsed(hours),Supplier Quote(including GST),Number of MiniBus,Number of Large MiniBus,Number of Small Coach,Number of Medium Coach,Number of Large Coach,Extra Large Coach,Preds,Margin Of Error
328,0,1,30,98.043,87,10.98,828.0,0,0,1,0,0,0,772.7126919244714,-55.287308075528586
329,0,1,30,98.043,87,10.98,975.0,0,0,1,0,0,0,772.7126919244714,-202.28730807552859
330,0,1,20,167.325,128,6.8,675.0,0,1,0,0,0,0,779.2847324983981,104.28473249839806
331,0,1,80,60.37300000000001,60,10.33,1580.0,0,0,1,0,0,1,1322.035387157283,-257.9646128427171
332,0,1,80,60.37300000000001,60,10.33,1496.0,0,0,1,0,0,1,1322.035387157283,-173.9646128427171
333,0,1,60,69.73899999999999,66,9.53,1130.0,1,0,0,0,0,1,1008.2536280623702,-121.74637193762976
334,1,0,18,14.621,16,0.27,320.0,0,1,0,0,0,0,571.0348409563743,251.0348409563743
335,0,1,110,66.1,56,9.47,2310.0,1,0,0,0,0,2,1953.9856592786332,-356.0143407213668
336,1,1,50,49.783,40,9.33,700.0,0,0,0,0,0,1,861.0346731399717,161.0346731399717
337,0,1,13,71.257,64,3.05,584.2,0,1,0,0,0,0,496.2117982058793,-87.98820179412076
338,0,0,50,28.124,24,0.4,420.0,0,0,0,0,0,1,503.44344829570525,83.44344829570525
339,0,1,40,34.378,29,8.73,800.0,0,0,0,1,0,0,686.3911724034064,-113.60882759659364
340,0,1,30,19.437,38,9.82,535.9,0,0,1,0,0,0,573.5232345923963,37.62323459239633
341,0,1,44,48.017,54,9.67,1150.0,0,0,0,1,0,0,714.0953577869171,-435.90464221308287
342,0,0,30,23.158,21,0.35,499.1,0,0,1,0,0,0,345.7542346208787,-153.3457653791213
343,0,0,30,23.158,21,0.35,310.5,0,0,1,0,0,0,345.7542346208787,35.25423462087872
344,0,1,30,37.119,44,1650.85,627.88,0,0,1,0,0,0,655.9726916950261,28.092691695026133
345,0,1,30,37.119,44,1650.85,685.0,0,0,1,0,0,0,655.9726916950261,-29.02730830497387
346,0,1,30,144.945,124,11.03,850.0,0,0,1,0,0,0,926.7277737830831,76.72777378308308
347,0,1,30,144.945,124,11.03,859.5,0,0,1,0,0,0,926.7277737830831,67.22777378308308
348,0,1,50,69.157,73,7.87,920.0,0,0,0,0,0,1,805.883097834589,-114.11690216541103
349,0,1,50,69.157,73,7.87,1157.89,0,0,0,0,0,1,805.883097834589,-352.00690216541113
350,0,1,50,69.157,73,7.87,1290.0,0,0,0,0,0,1,805.883097834589,-484.11690216541103
351,0,1,50,13.033,29,2.73,729.1,0,0,0,0,0,1,561.5651406132259,-167.5348593867741
352,0,1,50,13.033,29,2.73,400.0,0,0,0,0,0,1,561.5651406132259,161.56514061322594
353,0,1,50,13.033,29,2.73,261.0,0,0,0,0,0,1,561.5651406132259,300.56514061322594
354,0,1,20,167.325,128,6.8,810.0,0,1,0,0,0,0,779.2847324983981,-30.715267501601943
355,0,1,16,101.484,121,10.0,895.0,0,1,0,0,0,0,602.7616517415103,-292.23834825848974
356,0,0,30,49.606,36,0.6,580.0,0,0,1,0,0,0,515.9561879202814,-64.04381207971858
357,0,0,50,52.344,43,0.72,500.0,0,0,0,0,0,1,661.3248504379902,161.32485043799022
358,1,1,150,20.416,23,7.18,1125.0,0,0,0,1,0,2,1087.2357113115672,-37.76428868843277
359,0,0,14,477.126,348,5.8,3507.5,0,1,0,0,0,0,3489.1357228109796,-18.364277189020413
360,0,1,22,308.04,227,14.93,1780.0,0,1,0,0,0,0,1422.4284143604405,-357.57158563955954
361,0,1,22,308.04,227,14.93,1456.0,0,1,0,0,0,0,1422.4284143604405,-33.571585639559544
362,0,1,60,69.73899999999999,66,9.53,712.0,1,0,0,0,0,1,1008.2536280623702,296.25362806237024
363,1,1,50,49.783,40,9.33,869.4,0,0,0,0,0,1,861.0346731399717,-8.36532686002829
364,0,0,50,52.344,43,0.72,618.125,0,0,0,0,0,1,661.3248504379902,43.19985043799022
365,0,1,16,100.931,104,9.37,920.0,0,1,0,0,0,0,791.4206568494504,-128.57934315054956
366,0,1,18,46.139,52,6.18,379.5,0,1,0,0,0,0,605.3303363352264,225.83033633522643
367,0,1,18,46.139,52,6.18,485.47,0,1,0,0,0,0,605.3303363352264,119.8603363352264
368,0,1,18,46.139,52,6.18,600.0,0,1,0,0,0,0,605.3303363352264,5.330336335226434
369,0,1,60,115.029,95,1440.28,1890.6,1,0,0,0,0,1,1890.0830279987372,-0.5169720012627295
370,0,1,60,58.26600000000001,79,10.17,911.57,1,0,0,0,0,1,1017.0883000982525,105.51830009825244
371,0,0,22,29.238000000000003,35,0.58,454.25,0,1,0,0,0,0,609.2036730494932,154.9536730494932
372,0,1,52,279.04900000000004,219,73.83,2114.85,0,0,0,0,0,1,3320.374061587087,1205.524061587087
373,0,1,52,279.04900000000004,219,73.83,2237.0,0,0,0,0,0,1,3320.374061587087,1083.374061587087
374,0,1,25,6.8820000000000014,12,12.08,405.95,0,0,1,0,0,0,393.3462076691743,-12.603792330825684
375,0,1,26,235.467,234,8773.95,2296.16,0,0,1,0,0,0,2296.1749192874945,0.014919287494649325
376,0,1,25,6.8820000000000014,12,12.08,335.0,0,0,1,0,0,0,393.3462076691743,58.346207669174305
377,0,1,20,495.899,391,72.22,2880.75,0,1,0,0,0,0,2920.6331566784597,39.88315667845973
378,0,1,11,57.31399999999999,77,8.65,978.77,1,0,0,0,0,0,761.1558892824054,-217.6141107175946
379,0,0,30,76.264,71,1.18,1417.95,0,0,1,0,0,0,972.9756552958955,-444.9743447041045
380,0,1,16,19.765,24,10.18,632.5,0,1,0,0,0,0,443.662382799312,-188.837617200688
381,0,1,16,19.765,24,10.18,800.0,0,1,0,0,0,0,443.662382799312,-356.337617200688
382,0,1,17,46.172,46,3.88,399.0,0,1,0,0,0,0,509.8296533184133,110.8296533184133
383,0,0,30,24.494,26,0.43,900.0,0,0,1,0,0,0,429.4067299253096,-470.5932700746904
384,0,1,30,37.721,41,4.83,399.0,0,0,1,0,0,0,589.899583089655,190.89958308965504
385,1,1,10,147.536,130,7.08,550.0,1,0,0,0,0,0,523.407283464849,-26.592716535151
386,1,1,45,999.336,736,183.17,9743.95,0,0,0,0,1,0,9739.88090885692,-4.069091143081096
387,0,1,45,999.129,736,87.15,6924.61,0,0,0,0,1,0,6939.535331453017,14.925331453016952
388,0,1,40,828.8710000000002,605,55.08,4372.3,0,0,0,1,0,0,4730.00221800693,357.7022180069298
389,1,0,30,97.504,67,1.12,1800.0,0,0,1,0,0,0,2146.2378358364754,346.23783583647537
390,0,0,32,7.711,15,0.25,203.0,0,0,1,0,0,0,338.3305118564373,135.33051185643728
391,0,1,13,251.049,206,5.97,324.3,0,1,0,0,0,0,838.4150811785897,514.1150811785897
392,0,1,35,116.567,92,10.52,729.1,0,0,1,0,0,0,901.3258577541513,172.22585775415132
393,0,1,19,37.76300000000001,47,5.38,362.25,0,1,0,0,0,0,600.1365380984447,237.8865380984447
394,0,0,40,30.519,27,0.45,400.0,0,0,0,1,0,0,438.8280780249364,38.82807802493642
395,0,1,20,13.533,25,3.68,400.0,0,1,0,0,0,0,515.0064823158558,115.0064823158558
396,0,1,15,21.06,20,3.67,500.0,0,1,0,0,0,0,308.17738313346706,-191.82261686653294
397,0,0,40,138.977,114,1.9,1120.0,0,0,0,1,0,0,1400.2864065468407,280.2864065468407
398,0,1,100,34.441,31,7.0,1375.0,0,0,0,0,1,1,1209.9775126663103,-165.0224873336897
399,0,1,100,34.441,31,7.0,1350.0,0,0,0,0,1,1,1209.9775126663103,-140.0224873336897
400,0,0,20,7.712999999999999,14,0.23,293.25,0,1,0,0,0,0,366.54171339714037,73.29171339714037
401,0,0,20,7.712999999999999,14,0.23,325.0,0,1,0,0,0,0,366.54171339714037,41.54171339714037
402,0,0,20,23.282,27,0.45,262.0,0,1,0,0,0,0,462.75840242558786,200.75840242558786
403,0,1,40,44.1,58,5.98,490.0,0,0,0,1,0,0,610.212506616483,120.21250661648298
404,0,1,40,44.1,58,5.98,675.0,0,0,0,1,0,0,610.212506616483,-64.78749338351702
405,0,1,73,88.54799999999999,87,4.72,1140.0,0,1,0,0,0,1,976.1742262619613,-163.82577373803872
406,0,1,73,88.54799999999999,87,4.72,1050.0,0,1,0,0,0,1,976.1742262619613,-73.82577373803872
407,0,1,16,826.791,607,60.08,3420.0,0,1,0,0,0,0,3270.1436158929087,-149.85638410709134
408,1,1,40,504.379,382,4.92,2415.0,0,0,0,1,0,0,2395.3625383976128,-19.637461602387248
409,1,1,40,504.379,382,4.92,2127.5,0,0,0,1,0,0,2395.3625383976128,267.86253839761275
410,1,1,40,504.379,382,4.92,2612.0,0,0,0,1,0,0,2395.3625383976128,-216.63746160238725
411,0,1,35,328.831,281,32.32,2100.0,0,0,1,0,0,0,2656.766638771451,556.7666387714512
412,0,1,100,51.097,54,31.95,1500.0,0,0,0,0,1,1,1667.6502933439865,167.6502933439865
413,0,1,100,51.097,54,31.95,1800.0,0,0,0,0,1,1,1667.6502933439865,-132.3497066560135
414,0,1,40,48.645,50,8.92,725.0,0,0,0,1,0,0,687.6463015866997,-37.35369841330032
415,0,1,36,719.316,520,78.27,4645.0,0,0,1,0,0,0,5065.4406854908975,420.4406854908975
416,0,1,10,48.174,56,5.47,600.0,1,0,0,0,0,0,666.9881571586251,66.98815715862509
417,0,1,10,48.174,56,5.47,615.0,1,0,0,0,0,0,666.9881571586251,51.988157158625086
418,0,1,50,137.537,129,11.05,1035.0,0,0,0,0,0,1,1188.350954942924,153.3509549429241
419,0,0,14,35.099000000000004,28,0.47,340.0,0,1,0,0,0,0,391.7111661249695,51.71116612496951
420,0,1,40,111.48,101,11.33,977.5,0,0,0,1,0,0,929.2297801854387,-48.2702198145613
421,0,1,40,111.48,101,11.33,1075.0,0,0,0,1,0,0,929.2297801854387,-145.7702198145613
422,0,1,50,137.537,129,11.05,950.0,0,0,0,0,0,1,1188.350954942924,238.3509549429241
423,0,1,50,137.537,129,11.05,880.0,0,0,0,0,0,1,1188.350954942924,308.3509549429241
424,0,1,18,77.402,80,30.67,813.05,0,1,0,0,0,0,756.7128378844885,-56.33716211551143
425,0,1,70,94.138,90,9.75,1900.0,0,1,0,0,0,1,1263.8870544324695,-636.1129455675305
426,0,1,70,94.138,90,9.75,2290.0,0,1,0,0,0,1,1263.8870544324695,-1026.1129455675305
427,0,1,23,435.028,356,11.72,1299.0,0,1,0,0,0,0,1262.63825561973,-36.36174438027001
428,0,1,35,94.098,73,5.6,650.0,0,0,1,0,0,0,877.5511965521094,227.55119655210945
429,0,1,85,53.947,55,5.7,990.0,0,0,1,0,0,1,1157.4745976630024,167.47459766300244
430,0,1,85,53.947,55,5.7,990.0,0,0,1,0,0,1,1157.4745976630024,167.47459766300244
431,0,1,30,49.057,53,7.18,660.0,0,0,1,0,0,0,623.9146926092748,-36.085307390725234
432,0,0,40,3.492,10,0.17,330.0,0,0,0,1,0,0,290.60904678499605,-39.39095321500395
433,0,0,40,3.492,10,0.17,310.0,0,0,0,1,0,0,290.60904678499605,-19.390953215003947
434,0,1,40,106.58,104,7.87,760.0,0,0,0,1,0,0,839.8068262851397,79.80682628513966
435,0,0,8,84.709,69,1.15,1640.0,1,0,0,0,0,0,748.6777174953335,-891.3222825046665
436,0,1,25,617.8919999999998,504,64.2,3550.0,0,0,1,0,0,0,3609.210345103226,59.21034510322579
437,0,1,25,617.8919999999998,504,64.2,3325.0,0,0,1,0,0,0,3609.210345103226,284.2103451032258
438,0,1,100,168.917,168,11.15,1100.0,0,0,0,0,1,1,1099.27666252461,-0.7233374753900534
439,0,1,55,46.115,53,3.95,460.0,1,0,0,0,0,1,708.1449736658782,248.14497366587818
440,0,0,38,5.985,12,0.2,385.0,0,0,0,1,0,0,305.072588421291,-79.92741157870898
441,0,0,38,5.985,12,0.2,355.0,0,0,0,1,0,0,305.072588421291,-49.927411578708984
442,0,1,60,37.142,30,10.25,680.0,1,0,0,0,0,1,1017.56752327637,337.56752327637
443,0,1,30,91.084,77,11.63,767.0,0,0,1,0,0,0,732.8721771940421,-34.12782280595786
444,0,1,40,8.681000000000001,16,6.63,325.0,0,0,0,1,0,0,589.4734902283184,264.4734902283184
445,0,1,40,184.207,151,8.25,962.0,0,0,0,1,0,0,1146.8478582149205,184.8478582149205
446,0,1,20,369.704,286,13.35,1290.3,0,1,0,0,0,0,1295.8878762198678,5.587876219867894
447,0,0,60,48.846,46,0.77,747.5,1,0,0,0,0,1,911.480853804202,163.98085380420196
448,0,1,30,20.852,23,7.43,530.0,0,0,1,0,0,0,519.7841364020081,-10.21586359799187
449,0,1,25,19.468,28,2.98,224.75,0,0,1,0,0,0,527.6377831979283,302.88778319792834
450,0,1,25,19.468,28,2.98,500.0,0,0,1,0,0,0,527.6377831979283,27.637783197928343
451,0,1,45,115.055,103,9.85,985.0,0,0,0,0,1,0,1104.2262733807388,119.2262733807388
452,0,1,50,164.195,143,12.18,900.0,0,0,0,0,0,1,1323.8453977290142,423.84539772901417
