,Vehicle class,Trip type,Passengers,Distance in kms,Travel time minutes,Total time elapsed(hours),Supplier Quote(including GST),Number of MiniBus,Number of Large MiniBus,Number of Small Coach,Number of Medium Coach,Number of Large Coach,Extra Large Coach,Preds,Margin Of Error
316,0,1,24,217.908,160,10.33,910.0,0,0,1,0,0,0,1041.6502685546875,131.6502685546875
317,1,0,16,4.557,13,0.22,276.0,0,1,0,0,0,0,271.8087463378906,-4.191253662109375
318,1,0,16,4.557,13,0.22,327.75,0,1,0,0,0,0,271.8088684082031,-55.941131591796875
319,1,0,16,4.557,13,0.22,395.0,0,1,0,0,0,0,271.8088684082031,-123.19113159179688
320,0,1,25,101.458,80,10.42,710.41,0,0,1,0,0,0,725.9971923828125,15.587192382812532
321,0,0,45,11.062,16,0.27,448.5,0,0,0,0,1,0,539.6966552734375,91.1966552734375
322,0,0,45,11.062,16,0.27,542.225,0,0,0,0,1,0,539.6966552734375,-2.5283447265625227
323,0,0,45,11.062,16,0.27,400.0,0,0,0,0,1,0,539.6966552734375,139.6966552734375
324,0,0,45,11.062,16,0.27,435.0,0,0,0,0,1,0,539.6966552734375,104.6966552734375
325,0,1,75,29.743,35,3.78,897.0,0,1,0,0,0,1,951.405517578125,54.405517578125
326,0,1,75,29.743,35,3.78,1265.0,0,1,0,0,0,1,951.405517578125,-313.594482421875
327,0,1,100,111.171,92,10.77,1713.5,0,0,0,0,1,1,1811.32373046875,97.82373046875
328,0,1,30,98.043,87,10.98,828.0,0,0,1,0,0,0,858.7266235351562,30.72662353515625
329,0,1,30,98.043,87,10.98,975.0,0,0,1,0,0,0,858.7266235351562,-116.27337646484375
330,0,1,20,167.325,128,6.8,675.0,0,1,0,0,0,0,730.3992309570312,55.39923095703125
331,0,1,80,60.37300000000001,60,10.33,1580.0,0,0,1,0,0,1,1163.3564453125,-416.6435546875
332,0,1,80,60.37300000000001,60,10.33,1496.0,0,0,1,0,0,1,1163.3564453125,-332.6435546875
333,0,1,60,69.73899999999999,66,9.53,1130.0,1,0,0,0,0,1,978.7684326171875,-151.2315673828125
334,1,0,18,14.621,16,0.27,320.0,0,1,0,0,0,0,312.57977294921875,-7.42022705078125
335,0,1,110,66.1,56,9.47,2310.0,1,0,0,0,0,2,1664.734375,-645.265625
336,1,1,50,49.783,40,9.33,700.0,0,0,0,0,0,1,933.4258422851562,233.42584228515625
337,0,1,13,71.257,64,3.05,584.2,0,1,0,0,0,0,324.01611328125,-260.18388671875005
338,0,0,50,28.124,24,0.4,420.0,0,0,0,0,0,1,595.3016357421875,175.3016357421875
339,0,1,40,34.378,29,8.73,800.0,0,0,0,1,0,0,634.221435546875,-165.778564453125
340,0,1,30,19.437,38,9.82,535.9,0,0,1,0,0,0,682.327392578125,146.42739257812502
341,0,1,44,48.017,54,9.67,1150.0,0,0,0,1,0,0,826.2213134765625,-323.7786865234375
342,0,0,30,23.158,21,0.35,499.1,0,0,1,0,0,0,360.2428894042969,-138.85711059570315
343,0,0,30,23.158,21,0.35,310.5,0,0,1,0,0,0,360.2428894042969,49.742889404296875
344,0,1,30,37.119,44,1650.85,627.88,0,0,1,0,0,0,639.2160034179688,11.336003417968755
345,0,1,30,37.119,44,1650.85,685.0,0,0,1,0,0,0,639.2160034179688,-45.78399658203125
346,0,1,30,144.945,124,11.03,850.0,0,0,1,0,0,0,961.796630859375,111.796630859375
347,0,1,30,144.945,124,11.03,859.5,0,0,1,0,0,0,961.796630859375,102.296630859375
348,0,1,50,69.157,73,7.87,920.0,0,0,0,0,0,1,898.4773559570312,-21.52264404296875
349,0,1,50,69.157,73,7.87,1157.89,0,0,0,0,0,1,898.4773559570312,-259.41264404296885
350,0,1,50,69.157,73,7.87,1290.0,0,0,0,0,0,1,898.476806640625,-391.523193359375
351,0,1,50,13.033,29,2.73,729.1,0,0,0,0,0,1,675.455078125,-53.64492187500002
352,0,1,50,13.033,29,2.73,400.0,0,0,0,0,0,1,675.455078125,275.455078125
353,0,1,50,13.033,29,2.73,261.0,0,0,0,0,0,1,675.455078125,414.455078125
354,0,1,20,167.325,128,6.8,810.0,0,1,0,0,0,0,730.3992309570312,-79.60076904296875
355,0,1,16,101.484,121,10.0,895.0,0,1,0,0,0,0,742.535400390625,-152.464599609375
356,0,0,30,49.606,36,0.6,580.0,0,0,1,0,0,0,465.1192932128906,-114.88070678710938
357,0,0,50,52.344,43,0.72,500.0,0,0,0,0,0,1,646.996826171875,146.996826171875
358,1,1,150,20.416,23,7.18,1125.0,0,0,0,1,0,2,1675.27734375,550.27734375
359,0,0,14,477.126,348,5.8,3507.5,0,1,0,0,0,0,2137.42724609375,-1370.07275390625
360,0,1,22,308.04,227,14.93,1780.0,0,1,0,0,0,0,1450.133056640625,-329.866943359375
361,0,1,22,308.04,227,14.93,1456.0,0,1,0,0,0,0,1450.133056640625,-5.866943359375
362,0,1,60,69.73899999999999,66,9.53,712.0,1,0,0,0,0,1,978.7684326171875,266.7684326171875
363,1,1,50,49.783,40,9.33,869.4,0,0,0,0,0,1,933.4258422851562,64.02584228515627
364,0,0,50,52.344,43,0.72,618.125,0,0,0,0,0,1,646.996826171875,28.871826171875
365,0,1,16,100.931,104,9.37,920.0,0,1,0,0,0,0,649.357666015625,-270.642333984375
366,0,1,18,46.139,52,6.18,379.5,0,1,0,0,0,0,438.1591796875,58.6591796875
367,0,1,18,46.139,52,6.18,485.47,0,1,0,0,0,0,438.1591796875,-47.31082031250003
368,0,1,18,46.139,52,6.18,600.0,0,1,0,0,0,0,438.1591796875,-161.8408203125
369,0,1,60,115.029,95,1440.28,1890.6,1,0,0,0,0,1,1205.984375,-684.6156249999999
370,0,1,60,58.26600000000001,79,10.17,911.57,1,0,0,0,0,1,1123.444091796875,211.87409179687495
371,0,0,22,29.238000000000003,35,0.58,454.25,0,1,0,0,0,0,396.6755065917969,-57.574493408203125
372,0,1,52,279.04900000000004,219,73.83,2114.85,0,0,0,0,0,1,5095.76025390625,2980.91025390625
373,0,1,52,279.04900000000004,219,73.83,2237.0,0,0,0,0,0,1,5095.76025390625,2858.76025390625
374,0,1,25,6.8820000000000014,12,12.08,405.95,0,0,1,0,0,0,545.4061889648438,139.45618896484376
375,0,1,26,235.467,234,8773.95,2296.16,0,0,1,0,0,0,1047.22802734375,-1248.9319726562499
376,0,1,25,6.8820000000000014,12,12.08,335.0,0,0,1,0,0,0,545.4061889648438,210.40618896484375
377,0,1,20,495.899,391,72.22,2880.75,0,1,0,0,0,0,2632.69873046875,-248.05126953125
378,0,1,11,57.31399999999999,77,8.65,978.77,1,0,0,0,0,0,469.8251037597656,-508.94489624023436
379,0,0,30,76.264,71,1.18,1417.95,0,0,1,0,0,0,667.2607421875,-750.6892578125
380,0,1,16,19.765,24,10.18,632.5,0,1,0,0,0,0,396.6339416503906,-235.86605834960938
381,0,1,16,19.765,24,10.18,800.0,0,1,0,0,0,0,396.6339416503906,-403.3660583496094
382,0,1,17,46.172,46,3.88,399.0,0,1,0,0,0,0,348.9021301269531,-50.097869873046875
383,0,0,30,24.494,26,0.43,900.0,0,0,1,0,0,0,379.17724609375,-520.82275390625
384,0,1,30,37.721,41,4.83,399.0,0,0,1,0,0,0,473.6979675292969,74.69796752929688
385,1,1,10,147.536,130,7.08,550.0,1,0,0,0,0,0,756.416748046875,206.416748046875
386,1,1,45,999.336,736,183.17,9743.95,0,0,0,0,1,0,5016.8076171875,-4727.142382812501
387,0,1,45,999.129,736,87.15,6924.61,0,0,0,0,1,0,5830.49365234375,-1094.1163476562497
388,0,1,40,828.8710000000002,605,55.08,4372.3,0,0,0,1,0,0,4331.1220703125,-41.17792968750018
389,1,0,30,97.504,67,1.12,1800.0,0,0,1,0,0,0,1317.076904296875,-482.923095703125
390,0,0,32,7.711,15,0.25,203.0,0,0,1,0,0,0,415.4975891113281,212.49758911132812
391,0,1,13,251.049,206,5.97,324.3,0,1,0,0,0,0,923.5489501953125,599.2489501953125
392,0,1,35,116.567,92,10.52,729.1,0,0,1,0,0,0,935.942138671875,206.84213867187498
393,0,1,19,37.76300000000001,47,5.38,362.25,0,1,0,0,0,0,421.5151062011719,59.265106201171875
394,0,0,40,30.519,27,0.45,400.0,0,0,0,1,0,0,477.0599060058594,77.05990600585938
395,0,1,20,13.533,25,3.68,400.0,0,1,0,0,0,0,284.6220703125,-115.3779296875
396,0,1,15,21.06,20,3.67,500.0,0,1,0,0,0,0,205.33673095703125,-294.66326904296875
397,0,0,40,138.977,114,1.9,1120.0,0,0,0,1,0,0,1187.80322265625,67.80322265625
398,0,1,100,34.441,31,7.0,1375.0,0,0,0,0,1,1,1442.458251953125,67.458251953125
399,0,1,100,34.441,31,7.0,1350.0,0,0,0,0,1,1,1442.458251953125,92.458251953125
400,0,0,20,7.712999999999999,14,0.23,293.25,0,1,0,0,0,0,282.6624450683594,-10.587554931640625
401,0,0,20,7.712999999999999,14,0.23,325.0,0,1,0,0,0,0,282.6624450683594,-42.337554931640625
402,0,0,20,23.282,27,0.45,262.0,0,1,0,0,0,0,325.6777648925781,63.677764892578125
403,0,1,40,44.1,58,5.98,490.0,0,0,0,1,0,0,688.1820678710938,198.18206787109375
404,0,1,40,44.1,58,5.98,675.0,0,0,0,1,0,0,688.1820678710938,13.18206787109375
405,0,1,73,88.54799999999999,87,4.72,1140.0,0,1,0,0,0,1,1031.04931640625,-108.95068359375
406,0,1,73,88.54799999999999,87,4.72,1050.0,0,1,0,0,0,1,1031.04931640625,-18.95068359375
407,0,1,16,826.791,607,60.08,3420.0,0,1,0,0,0,0,3366.28125,-53.71875
408,1,1,40,504.379,382,4.92,2415.0,0,0,0,1,0,0,2725.6259765625,310.6259765625
409,1,1,40,504.379,382,4.92,2127.5,0,0,0,1,0,0,2725.6259765625,598.1259765625
410,1,1,40,504.379,382,4.92,2612.0,0,0,0,1,0,0,2725.6259765625,113.6259765625
411,0,1,35,328.831,281,32.32,2100.0,0,0,1,0,0,0,2168.39111328125,68.39111328125
412,0,1,100,51.097,54,31.95,1500.0,0,0,0,0,1,1,2498.2333984375,998.2333984375
413,0,1,100,51.097,54,31.95,1800.0,0,0,0,0,1,1,2498.2333984375,698.2333984375
414,0,1,40,48.645,50,8.92,725.0,0,0,0,1,0,0,735.4110107421875,10.4110107421875
415,0,1,36,719.316,520,78.27,4645.0,0,0,1,0,0,0,4513.5234375,-131.4765625
416,0,1,10,48.174,56,5.47,600.0,1,0,0,0,0,0,305.0016174316406,-294.9983825683594
417,0,1,10,48.174,56,5.47,615.0,1,0,0,0,0,0,305.0016174316406,-309.9983825683594
418,0,1,50,137.537,129,11.05,1035.0,0,0,0,0,0,1,1291.3580322265625,256.3580322265625
419,0,0,14,35.099000000000004,28,0.47,340.0,0,1,0,0,0,0,283.3106384277344,-56.689361572265625
420,0,1,40,111.48,101,11.33,977.5,0,0,0,1,0,0,1068.1866455078125,90.6866455078125
421,0,1,40,111.48,101,11.33,1075.0,0,0,0,1,0,0,1068.1866455078125,-6.8133544921875
422,0,1,50,137.537,129,11.05,950.0,0,0,0,0,0,1,1291.3580322265625,341.3580322265625
423,0,1,50,137.537,129,11.05,880.0,0,0,0,0,0,1,1291.3580322265625,411.3580322265625
424,0,1,18,77.402,80,30.67,813.05,0,1,0,0,0,0,1004.5891723632812,191.5391723632813
425,0,1,70,94.138,90,9.75,1900.0,0,1,0,0,0,1,1196.8489990234375,-703.1510009765625
426,0,1,70,94.138,90,9.75,2290.0,0,1,0,0,0,1,1196.8489990234375,-1093.1510009765625
427,0,1,23,435.028,356,11.72,1299.0,0,1,0,0,0,0,1766.712890625,467.712890625
428,0,1,35,94.098,73,5.6,650.0,0,0,1,0,0,0,704.93896484375,54.93896484375
429,0,1,85,53.947,55,5.7,990.0,0,0,1,0,0,1,1109.110107421875,119.110107421875
430,0,1,85,53.947,55,5.7,990.0,0,0,1,0,0,1,1109.110107421875,119.110107421875
431,0,1,30,49.057,53,7.18,660.0,0,0,1,0,0,0,618.95166015625,-41.04833984375
432,0,0,40,3.492,10,0.17,330.0,0,0,0,1,0,0,383.0513916015625,53.0513916015625
433,0,0,40,3.492,10,0.17,310.0,0,0,0,1,0,0,383.0513916015625,73.0513916015625
434,0,1,40,106.58,104,7.87,760.0,0,0,0,1,0,0,974.805908203125,214.805908203125
435,0,0,8,84.709,69,1.15,1640.0,1,0,0,0,0,0,397.3519287109375,-1242.6480712890625
436,0,1,25,617.8919999999998,504,64.2,3550.0,0,0,1,0,0,0,3231.559326171875,-318.440673828125
437,0,1,25,617.8919999999998,504,64.2,3325.0,0,0,1,0,0,0,3231.559326171875,-93.440673828125
438,0,1,100,168.917,168,11.15,1100.0,0,0,0,0,1,1,1990.31689453125,890.31689453125
439,0,1,55,46.115,53,3.95,460.0,1,0,0,0,0,1,685.2413330078125,225.2413330078125
440,0,0,38,5.985,12,0.2,385.0,0,0,0,1,0,0,409.51055908203125,24.51055908203125
441,0,0,38,5.985,12,0.2,355.0,0,0,0,1,0,0,409.51055908203125,54.51055908203125
442,0,1,60,37.142,30,10.25,680.0,1,0,0,0,0,1,956.1448364257812,276.14483642578125
443,0,1,30,91.084,77,11.63,767.0,0,0,1,0,0,0,845.385498046875,78.385498046875
444,0,1,40,8.681000000000001,16,6.63,325.0,0,0,0,1,0,0,620.587890625,295.587890625
445,0,1,40,184.207,151,8.25,962.0,0,0,0,1,0,0,1163.249755859375,201.249755859375
446,0,1,20,369.704,286,13.35,1290.3,0,1,0,0,0,0,1503.087158203125,212.78715820312505
447,0,0,60,48.846,46,0.77,747.5,1,0,0,0,0,1,722.9039306640625,-24.5960693359375
448,0,1,30,20.852,23,7.43,530.0,0,0,1,0,0,0,544.9561157226562,14.95611572265625
449,0,1,25,19.468,28,2.98,224.75,0,0,1,0,0,0,313.0215759277344,88.27157592773438
450,0,1,25,19.468,28,2.98,500.0,0,0,1,0,0,0,313.0215759277344,-186.97842407226562
451,0,1,45,115.055,103,9.85,985.0,0,0,0,0,1,0,1194.43505859375,209.43505859375
452,0,1,50,164.195,143,12.18,900.0,0,0,0,0,0,1,1380.86083984375,480.86083984375
